priority,pdf_page,printed_page,block_id,block_type,reasons,issues,evidence_ids,short_chunk_ids,title_path,text,page_image,review_status,corrected_text,corrected_title_path,review_note
P0,112,104,DOC004_P112_B019,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate,EDEV011,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,D→A返回循环起点A,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P0,112,104,DOC004_P112_B020,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|inside_table_candidate,EDEV011,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P0,114,106,DOC004_P114_B008,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV002,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,G90 X(U)_Z(W)_R_F_,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P0,114,106,DOC004_P114_B011,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,possible_ocr_confusion,EDEV002,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.2 外圆锥面切削循环G90,R值为锥体大小端的半径差（非直径值），且右端面按延伸后的切削起点的值进考虑，如图2-69（a）所示。当锥面起点坐标大于终点坐标时，如图2-69（b）所示R取正值，反之如图2-69（c）所示则取负值（图中f表示进给方向）。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_114.png,pending,,,
P0,117,109,DOC004_P117_B008,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV013,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,G92 X(U)_Z(W)_,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P0,117,109,DOC004_P117_B011,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV013|EDEV014,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3外圆柱（锥）螺纹切削循环G92,X、Z为螺纹切削终点坐标值，U、W为螺纹切削终点相对于循环起点的坐标值，F为螺距。R值为考虑导空刀量δ1和导出空刀量δ2后切削螺纹起点和切削螺纹终点的半径差。当加圆柱螺纹时，R为零，可省略。当螺纹切削起点坐标于螺纹切削终点坐标值时，R值取正，如图2-74（b）所示；否则取负，如图2-74（c）所示。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_117.png,pending,,,
P0,118,110,DOC004_P118_B003,caption,ocr_or_structure_issue|used_by_reviewed_evidence,table_layout_requires_review,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,表2-32,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B004,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,外圆柱、外圆锥螺纹切削循环刀具轨迹对应关系刀具轨迹四步循环刀位点逐段编程加工采用G指令循环加工采用G指令A→B进刀切削起点B,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B005,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,G00,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B006,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate|low_confidence,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,B→C切削切削终点C,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B007,code,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,G32,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B008,code,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,G92,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B009,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,C→D退刀退刀点D,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B010,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,G0O,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B011,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,D→A返回循环起点A,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,118,110,DOC004_P118_B012,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|inside_table_candidate,EDEV015,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.3 外圆柱（锥）螺纹切削循环G92,G0O,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_118.png,pending,,,
P0,120,112,DOC004_P120_B009,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|possible_ocr_confusion,EDEV016,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.4 外圆车削复合循环G71,GOO x_Z_,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_120.png,pending,,,
P0,120,112,DOC004_P120_B011,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV016,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.4 外圆车削复合循环G71,G71 P_Q_U_W_F,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_120.png,pending,,,
P0,121,113,DOC004_P121_B004,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV003,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.4 外圆车削复合循环G71,G70 P_Q_,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_121.png,pending,,,
P0,121,113,DOC004_P121_B013,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV017,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.4 外圆车削复合循环G71,（精车循环参数设置）提示：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_121.png,pending,,,
P0,123,115,DOC004_P123_B024,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|possible_ocr_confusion,EDEV019,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.5 仿形车削复合循环G73,GOO X_Z_,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_123.png,pending,,,
P0,123,115,DOC004_P123_B026,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV019,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.5 仿形车削复合循环G73,G73 P_Q_U_W_F,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_123.png,pending,,,
P0,126,118,DOC004_P126_B006,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV005A,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.6 螺纹切削复合循环G76,G76P(m)(r)(α)Q(Δdmin)R(d),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_126.png,pending,,,
P0,126,118,DOC004_P126_B007,code,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV005A,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.6 螺纹切削复合循环G76,G76X ZR(i)P(k)Q(Δd)F(L),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_126.png,pending,,,
P0,146,138,DOC004_P146_B022,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,possible_ocr_confusion,EDEV009,,第3章 铣削加工编程 > 3.2 刀具半径补偿,使用G41/G42进刀，当刀具接近工件轮廓时，数控装置认为是从刀具中坐标转变为刀具外圆与轮廓相切点的坐标值，而使用G40刀具退出时则相反。如图3-4所示，实线表示编程轨迹，点划线表示刀具中心轨迹，刀具与工件发生干涉。为防止刀具与工件发生干涉，如图3-5所示，一般应在切工件之前建刀具半径补偿，在切出工件之后取消刀具半径补偿，并选择正确的进刀和退刀路线。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_146.png,pending,,,
P0,148,140,DOC004_P148_B005,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV027,,第3章 铣削加工编程 > 3.2 刀具半径补偿,R粗加工精加工R+△,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_148.png,pending,,,
P0,149,141,DOC004_P149_B015,subheading,short_structural_chunk|used_by_reviewed_evidence,,EDEV010,DOC004_STRUCTURAL_T512_V02_C0047,第3章 铣削加工编程 > 3.3 数控铣削精加工 > 3.3.1 直线插补精铣平外轮廓,（1）快速点定位（G00）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_149.png,pending,,,
P0,149,141,DOC004_P149_B016,paragraph,short_structural_chunk|used_by_reviewed_evidence,,EDEV010,DOC004_STRUCTURAL_T512_V02_C0047,第3章 铣削加工编程 > 3.3 数控铣削精加工 > 3.3.1 直线插补精铣平外轮廓,该指令的意义为刀具以快速移动速度由开始点快速移动到终点位置（图3-11）。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_149.png,pending,,,
P0,150,142,DOC004_P150_B004,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence|possible_ocr_confusion,EDEV010|EDEV028,,第3章 铣削加工编程 > 3.3 数控铣削精加工 > 3.3.1 直线插补精铣平面外轮廓,GOO X_Y_Z各地址含义：X、Y、Z为刀具轨迹终点坐标值。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_150.png,pending,,,
P0,150,142,DOC004_P150_B008,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV010|EDEV029,,第3章 铣削加工编程 > 3.3 数控铣削精加工 > 3.3.1 直线插补精铣平面外轮廓,GO1 X_Y_Z_E,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_150.png,pending,,,
P0,153,145,DOC004_P153_B017,paragraph,ocr_or_structure_issue|used_by_reviewed_evidence,low_confidence,EDEV030,,第3章 铣削加工编程 > 3.3 数控铣削精加工 > 3.3.2,（I_J_K_)F_,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_153.png,pending,,,
P1,111,103,DOC004_P111_B001,header_footer,ocr_or_structure_issue,possible_ocr_confusion|header_chapter_number_missing,,,第2章 车削加工编程 > 2.3 数控车削粗、精加工 > 2.3.3 粗、精车外圆柱（锥）螺纹,第章车削加工编程103,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_111.png,pending,,,
P1,111,103,DOC004_P111_B023,subheading,used_by_reviewed_evidence,,EDEV001,,第2章 车削加工编程 > 2.4 > 2.4.1 外圆柱切削循环G90,（1）外圆柱面切削循环（G90),E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_111.png,pending,,,
P1,111,103,DOC004_P111_B024,label,used_by_reviewed_evidence,,EDEV001,,第2章 车削加工编程 > 2.4 > 2.4.1 外圆柱切削循环G90,指令格式：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_111.png,pending,,,
P1,111,103,DOC004_P111_B026,paragraph,used_by_reviewed_evidence,,EDEV001,,第2章 车削加工编程 > 2.4 > 2.4.1 外圆柱切削循环G90,各地址含义：X、Z为圆柱面切削终点坐标值，U、W为圆柱,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_111.png,pending,,,
P1,112,104,DOC004_P112_B004,subheading,used_by_reviewed_evidence,,EDEV011,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,（2）外圆柱切削循环刀具轨迹,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,112,104,DOC004_P112_B006,paragraph,used_by_reviewed_evidence,,EDEV012,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,安全距离提示：,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,112,104,DOC004_P112_B007,paragraph,used_by_reviewed_evidence,,EDEV012,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,①注意循环起点A位置的选取（常取距工件右端面安全距离2mm，距外圆面退刀,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,112,104,DOC004_P112_B009,paragraph,used_by_reviewed_evidence,,EDEV012,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,距离5mm)。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,112,104,DOC004_P112_B010,paragraph,used_by_reviewed_evidence,,EDEV011,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,②如图2-66所示，G90循环加工程序段等效于A→B→C→D→A逐段编程加工。循环加工CD段退刀时，用G01指令，以加工左台阶端面。各刀具轨迹对应关系如表2-27所示。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,112,104,DOC004_P112_B021,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,【例2-27】精加如图2-67所零件外圆柱。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,112,104,DOC004_P112_B022,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,52284,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_112.png,pending,,,
P1,113,105,DOC004_P113_B001,header_footer,ocr_or_structure_issue,possible_ocr_confusion|header_chapter_number_missing,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,第章车削加工编程 105,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B003,caption,ocr_or_structure_issue,table_layout_requires_review,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,表2-28加工程序,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B004,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,绝对坐标值XZ编程相对坐标值UW编程刀位点及用途,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B005,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00X50.0Z2.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B006,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00U-32.0W-26.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B007,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,A：进刀至循环起点,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B008,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G90X40.0Z-52.0F0.15,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B009,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G90U-10.0W-54.0F0.15,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B010,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,A：循环加工回循环起点,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B011,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00X82.0Z28.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B012,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00U42.0W80.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B013,paragraph,ocr_or_structure_issue,inside_table_candidate|low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,O：返回0点【例2-28】粗精加工如图2-67所示零件外圆柱面，已知毛坯直径为45mm。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B014,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,解：总加工余量、背吃刀量及主要加工尺寸如表2-29所示。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B015,caption,ocr_or_structure_issue,table_layout_requires_review,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,表2-29总加工余量、背吃刀量及主要加工尺寸,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B016,paragraph,ocr_or_structure_issue,inside_table_candidate|low_confidence,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,mm总加工余量45-40=5精加工（第3层）半精加工（第2层）粗加工（第1层）背吃刀量ap122主要加工尺寸（切削终4041（40+1)43（41+2）点C点的X坐标值）编制加工程序如表2-30所示。,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B017,caption,ocr_or_structure_issue,table_layout_requires_review,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,表2-30加工程序,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B018,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,绝对坐标值XZ编程刀位点及用途,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B019,code,ocr_or_structure_issue,low_confidence|inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G00,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B020,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,X55.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B021,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,Z2.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B022,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,A：进刀至循环起点,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B023,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,G90,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B024,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,X43.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B025,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,Z-52.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B026,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,F0.3,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B027,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,A：循环加工第1层回循环起点（粗加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B028,code,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,X41.0,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
P1,113,105,DOC004_P113_B029,paragraph,ocr_or_structure_issue,inside_table_candidate,,,第2章 车削加工编程 > 2.4 数控车削循环指令 > 2.4.1 外圆柱切削循环G90,A：循环加工第2层回循环起点（半精加工）,E:\big\cnc-voice-rag-platform\data\parsed\DOC004\rendered\page_113.png,pending,,,
